contact_id,group_id
155,1
783,1
582,1
932,1
391,1
114,1
124,1
765,1
489,1
301,1
662,1
459,1
440,1
991,1
383,1
286,1
813,1
72,1
291,1
581,1
167,1
827,1
905,1
295,1
708,1
66,1
182,1
517,1
201,1
1000,1
694,1
52,1
349,1
537,1
929,1
502,1
236,1
115,1
965,1
405,1
459,1
883,2
656,2
766,2
247,2
325,2
429,2
529,2
285,2
203,2
93,2
64,2
808,2
380,2
734,2
85,2
350,2
793,2
949,2
251,2
764,2
425,2
564,2
405,2
493,2
656,2
559,3
474,3
269,3
283,4
609,4
449,4
383,4
280,4
778,4
737,4
744,4
984,4
477,4
879,4
217,4
438,4
284,5
610,5
108,5
460,6
796,6
214,6
316,6
734,6
142,6
852,6
395,6
230,6
505,6
594,6
291,6
891,6
928,6
954,6
409,6
509,6
424,6
840,6
89,6
514,6
686,6
984,6
622,6
225,6
849,6
53,6
280,6
524,6
298,6
149,6
646,6
364,6
738,6
854,7
618,7
665,7
107,7
53,7
606,7
270,7
576,7
152,7
379,7
989,7
210,7
979,7
546,7
230,7
145,7
150,7
388,7
772,7
470,7
350,7
461,7
107,7
9,7
36,7
273,7
172,7
373,7
930,7
718,7
207,7
173,7
667,7
452,7
547,7
295,7
853,8
291,8
276,8
757,8
359,8
263,8
550,8
57,8
683,8
273,8
527,8
194,8
942,8
287,8
44,8
976,8
144,9
938,9
286,9
546,9
295,9
494,9
665,9
846,9
472,9
234,9
604,9
446,9
950,9
222,9
185,9
786,9
140,9
815,9
838,9
209,9
348,9
715,9
494,9
57,9
770,9
597,9
457,9
87,9
411,9
271,9
533,9
359,9
958,9
592,9
170,9
393,9
811,9
974,9
19,9
156,9
273,9
52,9
122,9
780,9
637,9
976,9
702,9
212,9
326,9
968,9
118,10
577,10
510,10
636,10
104,10
699,10
495,10
631,10
258,10
987,10
574,10
392,10
713,10
960,10
940,10
885,10
187,10
998,10
58,10
868,10
385,10
833,10
347,10
235,10
956,10
913,10
633,10
167,10
941,10
980,10
986,10
908,10
74,10
556,10
707,10
933,10
289,10
20,10
683,11
180,11
242,11
3,11
134,11
633,11
634,11
414,11
30,11
660,11
900,11
233,11
15,11
353,11
196,11
186,12
479,12
678,12
532,12
287,12
172,12
617,12
477,12
404,12
92,12
336,12
6,12
675,12
783,13
714,13
213,13
92,13
131,13
718,13
467,13
453,13
970,13
736,13
543,13
886,13
167,13
183,13
206,13
658,13
346,13
418,13
603,13
331,13
223,13
943,13
547,13
570,13
678,13
813,13
610,13
351,13
973,13
653,13
233,13
472,14
663,14
908,14
708,14
261,14
230,14
525,14
251,14
366,14
578,14
603,14
448,14
67,14
992,14
129,14
781,14
982,14
791,14
32,14
378,14
62,14
879,14
309,14
304,14
14,14
737,14
945,14
464,14
575,15
567,15
259,15
223,15
216,15
733,15
57,15
473,15
227,15
117,15
565,15
324,15
171,15
928,15
242,15
936,15
982,15
340,15
850,15
173,15
252,15
655,15
538,15
213,15
243,15
861,15
936,15
406,15
671,15
892,15
386,15
111,15
727,15
205,16
15,16
460,16
986,16
417,16
524,16
252,16
658,16
356,16
966,16
868,17
974,17
729,17
389,17
43,17
789,17
302,17
914,17
198,17
76,17
495,17
628,17
462,17
74,17
162,17
409,17
661,17
122,17
668,18
662,18
294,18
886,18
440,18
281,18
686,18
955,18
385,18
686,18
175,18
426,18
797,19
426,19
225,19
807,19
592,19
12,19
171,19
948,19
401,19
111,19
29,19
303,19
434,19
714,19
874,19
364,19
109,19
708,19
39,19
500,19
566,19
455,19
402,19
969,19
203,19
792,19
42,19
531,19
859,19
710,19
361,19
356,19
282,20
435,20
304,20
688,20
591,20
999,20
761,20
552,20
835,20
342,20
165,20
805,20
306,20
319,20
183,20
533,20
961,20
371,20
408,20
119,20
645,20
426,20
521,20
410,20
74,20
684,20
371,20
174,20
564,20
610,20
591,20
32,20
199,20
587,20
99,20
906,21
42,21
431,21
42,21
67,21
822,21
1000,21
731,21
788,21
344,21
867,21
83,21
486,21
102,21
884,21
960,21
877,21
930,21
586,21
90,21
206,21
428,21
684,21
847,21
433,21
485,21
630,21
513,21
21,21
775,21
201,21
920,21
113,21
495,21
337,21
895,21
456,21
849,21
98,21
935,21
84,21
653,21
598,21
336,21
547,22
185,22
698,22
350,22
647,22
406,22
242,22
26,22
70,22
681,22
665,22
947,22
969,22
489,22
100,22
147,22
175,22
262,22
687,22
702,22
549,22
345,22
4,22
317,22
728,22
790,22
101,22
269,22
90,22
620,22
387,22
843,22
786,22
381,22
435,22
75,22
154,22
379,22
834,22
921,22
647,22
56,22
424,22
543,22
229,22
924,23
992,23
33,23
213,23
325,23
492,23
576,24
812,24
532,24
944,24
649,24
431,24
5,24
199,24
747,24
613,24
119,24
818,24
574,24
836,24
977,24
350,24
912,24
962,24
661,24
643,24
941,24
943,24
266,24
264,24
59,24
758,24
208,24
39,24
949,24
130,24
812,25
928,25
147,25
783,25
348,25
369,25
934,25
882,25
403,25
552,25
16,25
173,25
786,25
335,25
210,25
864,25
174,25
689,25
503,25
405,25
252,25
872,25
768,25
322,25
548,25
670,25
230,25
231,25
637,25
518,26
475,26
228,26
796,26
575,26
516,26
300,27
493,27
488,27
852,27
478,27
761,27
638,27
44,27
189,27
4,27
505,27
340,27
782,27
237,27
747,27
264,27
942,27
643,27
103,27
241,27
903,27
846,27
873,27
748,27
370,27
869,27
576,27
298,27
106,27
279,27
934,27
164,27
33,27
434,27
589,27
292,27
537,27
874,27
68,27
767,27
262,27
830,27
923,27
358,27
406,27
947,27
395,27
115,28
655,28
951,28
789,28
643,28
999,28
729,28
898,28
690,28
556,28
218,28
573,28
799,28
156,28
116,28
896,28
731,28
212,28
8,28
431,28
796,28
682,28
933,28
860,28
396,28
470,28
989,28
313,28
306,28
163,28
871,28
456,28
925,28
883,29
26,29
89,29
910,29
924,29
844,29
966,29
566,29
795,29
474,29
705,29
59,29
353,30
226,30
209,30
757,30
400,30
47,30
464,30
690,30
714,30
378,30
922,30
940,30
50,30
662,30
487,30
901,30
691,30
902,30
961,30
282,30
591,30
539,30
659,30
324,30
639,30
839,30
563,30
287,30
961,30
627,30
855,31
787,31
226,31
559,31
909,31
309,31
833,31
227,31
854,31
82,31
928,31
329,31
934,31
144,31
693,31
281,31
243,31
332,31
747,31
429,31
141,31
56,31
195,31
491,31
648,31
636,31
635,31
86,31
931,31
579,31
685,31
528,31
787,31
879,31
437,31
580,31
318,31
862,31
312,31
282,31
952,31
97,31
799,32
209,32
509,32
636,32
172,32
599,32
745,32
239,32
586,32
822,32
288,32
345,32
811,32
120,32
447,32
672,32
782,32
515,32
987,32
427,32
831,32
177,32
895,32
238,32
108,32
93,32
740,32
672,32
955,32
474,32
563,33
795,33
842,33
315,33
511,33
221,33
700,33
348,33
135,33
278,33
19,33
400,34
671,34
146,34
307,34
330,34
913,34
235,34
117,34
159,34
852,34
186,34
518,34
493,34
33,34
130,34
178,34
812,34
159,34
447,34
234,34
11,34
859,34
703,34
459,34
231,34
939,34
229,34
998,34
568,34
390,34
799,34
108,34
453,35
891,35
162,35
360,35
416,35
797,35
278,35
378,35
905,35
198,35
942,35
814,35
51,35
722,35
268,35
506,35
586,35
198,35
557,35
166,35
198,35
181,35
144,35
384,35
160,35
23,35
141,35
440,35
218,35
573,35
97,35
658,36
758,36
645,36
98,36
548,36
415,36
603,36
667,36
110,36
539,36
921,36
963,36
348,36
498,36
632,36
297,36
402,36
774,36
212,36
392,36
166,36
776,36
560,36
745,36
731,36
584,36
548,37
642,37
879,37
277,37
140,37
818,37
235,37
594,37
854,37
720,37
442,38
755,38
402,38
739,38
972,38
708,39
534,39
546,39
187,39
917,39
983,39
399,39
464,40
128,40
297,40
31,40
333,40
743,40
116,40
691,40
498,40
987,40
808,40
719,40
716,40
48,40
543,40
112,40
803,40
721,40
41,40
266,40
121,40
27,40
489,40
128,40
646,40
781,40
497,40
692,40
474,40
582,40
696,40
958,40
840,40
28,40
577,40
965,40
361,40
979,40
294,40
170,41
428,41
146,41
491,41
660,41
595,41
337,41
18,41
994,41
781,41
870,41
393,41
590,41
901,41
700,41
705,41
607,41
273,41
782,41
793,41
263,41
322,41
632,41
600,41
12,41
676,41
848,41
981,41
454,41
555,41
553,41
184,41
403,41
74,41
734,42
500,42
166,42
433,42
790,42
18,42
400,42
77,42
201,42
972,42
367,42
697,42
951,42
300,42
454,42
671,42
537,42
15,42
640,42
731,42
912,42
686,42
740,43
738,43
187,43
496,43
666,43
635,43
408,43
36,43
41,43
658,43
336,43
43,43
539,43
557,43
295,43
644,43
497,43
843,43
754,43
67,44
725,44
305,44
701,44
504,44
105,44
860,44
888,44
640,44
928,44
803,44
213,44
482,44
36,44
248,44
584,44
104,44
567,44
728,44
789,44
267,44
257,44
565,45
552,45
824,45
758,45
980,45
6,45
817,45
562,45
21,45
840,45
649,45
503,45
926,45
475,45
229,45
525,45
835,46
729,46
219,46
474,46
674,46
487,46
910,46
234,46
127,46
905,46
886,46
885,46
661,46
483,46
867,46
659,46
771,46
704,46
454,46
949,46
780,46
938,46
946,46
507,46
902,46
643,46
739,46
296,46
179,46
886,47
882,47
258,47
438,47
845,47
642,47
726,47
561,47
645,47
714,47
899,47
845,47
619,47
499,47
269,47
579,47
793,47
407,47
83,47
675,47
644,47
514,47
31,47
184,47
505,47
100,48
411,48
681,48
16,48
63,48
341,48
137,48
285,48
961,48
596,48
220,49
765,49
499,49
864,49
505,49
739,49
733,49
719,49
588,49
872,49
728,49
901,49
404,50
182,50
701,50
353,50
365,50
232,50
233,50
264,50
26,50
630,50
673,50
903,50
19,50
404,50
447,50
163,50
620,50
370,50
441,50
128,50
508,50
347,50
151,50
959,50
125,51
983,51
751,51
526,51
155,51
559,51
566,51
48,51
59,51
102,51
60,51
906,51
600,51
48,51
598,51
33,51
446,51
341,51
557,51
967,51
766,51
722,51
407,51
760,51
28,51
454,51
441,51
389,51
745,51
963,51
647,51
517,51
412,51
175,52
547,52
184,52
854,52
325,52
607,52
865,52
816,52
334,52
421,52
697,52
831,52
627,52
899,52
611,52
349,52
51,52
811,52
708,52
842,52
352,52
504,52
970,53
163,53
591,53
524,53
500,53
605,53
580,54
362,54
940,54
84,54
821,54
358,54
496,54
943,54
463,54
792,54
196,54
624,54
829,54
303,54
223,54
896,54
364,54
499,54
510,54
606,54
555,54
235,54
869,54
576,54
784,54
643,54
823,54
504,54
638,54
715,54
403,54
659,54
158,55
88,55
293,55
469,55
413,55
752,55
982,55
537,55
502,55
326,55
289,55
444,55
413,55
50,55
561,55
623,55
157,55
213,55
264,55
76,55
578,55
807,55
407,55
892,55
746,55
396,55
836,55
583,55
826,55
747,55
489,55
719,55
303,55
168,55
587,55
979,56
545,56
750,56
411,56
262,56
415,56
677,56
882,56
906,56
306,56
76,56
414,56
495,56
230,56
755,56
360,56
553,56
996,56
544,56
909,56
71,56
636,56
174,56
893,56
548,56
611,56
296,56
412,56
342,56
71,56
178,56
946,56
572,56
437,57
275,57
734,57
41,57
417,57
207,57
877,57
254,57
97,57
490,57
214,57
991,57
551,57
79,57
176,57
355,57
419,57
23,57
992,57
845,57
73,57
274,57
580,57
623,57
370,57
155,57
622,57
106,57
266,57
608,57
276,57
741,57
43,57
26,57
601,57
669,58
269,58
564,58
303,58
732,58
677,58
908,58
900,58
31,58
858,58
804,58
879,58
983,58
499,58
790,58
642,58
850,58
480,58
249,59
438,59
532,59
888,59
881,59
518,59
148,59
367,59
821,59
424,59
649,59
659,59
16,59
301,59
567,59
381,59
579,59
489,59
9,59
354,59
392,59
64,59
557,59
246,59
278,60
258,60
411,60
239,60
948,60
139,60
366,60
361,60
250,60
533,60
155,60
862,60
272,60
283,60
275,60
865,60
509,60
455,60
229,60
317,60
122,60
913,60
436,60
805,60
55,60
317,60
68,60
861,61
434,61
131,61
630,61
24,62
954,62
337,62
976,63
236,63
920,63
482,63
194,63
285,63
819,63
850,63
404,63
643,63
289,63
752,63
568,63
576,63
214,63
536,63
722,63
816,63
765,63
814,63
949,63
320,63
271,63
91,63
18,63
875,63
820,63
511,63
19,63
362,63
429,63
391,63
60,63
439,63
665,63
180,63
883,63
999,63
24,63
945,63
765,63
724,63
832,63
422,63
584,63
884,63
754,63
209,63
46,63
39,63
843,64
179,64
694,64
499,65
728,65
705,65
901,65
330,65
290,65
103,65
624,65
362,65
472,65
513,65
423,65
914,65
354,65
875,65
323,65
868,65
845,65
256,65
803,65
21,65
686,65
292,65
694,65
297,65
588,65
59,65
940,65
233,66
291,66
642,66
640,66
242,66
686,66
738,66
222,66
432,66
955,66
871,66
118,66
95,66
580,66
217,66
148,66
512,66
206,66
115,66
689,66
556,66
36,66
646,66
558,66
675,66
569,66
907,66
502,66
370,66
897,66
794,66
682,66
85,66
130,66
113,66
610,66
550,66
809,66
228,66
553,66
648,67
44,67
495,67
132,67
94,67
477,67
367,67
365,67
556,67
602,67
800,67
828,67
746,67
315,67
146,67
750,67
792,67
769,67
376,67
428,67
618,67
516,67
701,67
189,67
522,67
860,67
549,67
776,67
890,67
870,67
655,67
662,68
327,68
527,68
436,68
226,68
462,68
384,68
856,68
479,68
997,68
289,68
920,68
88,68
160,68
324,68
526,68
936,68
794,68
689,68
600,68
728,68
493,68
166,68
898,68
650,68
91,68
59,68
798,68
531,68
402,68
13,68
750,68
137,68
461,68
982,68
294,68
164,68
255,68
688,68
656,68
531,68
629,68
925,68
425,68
407,68
582,68
828,69
83,69
20,69
981,69
938,69
795,69
707,69
615,69
989,69
788,69
513,69
564,69
699,69
892,69
617,69
143,69
221,69
193,69
745,69
660,69
101,69
916,69
708,69
8,69
547,69
897,69
245,69
328,69
939,69
111,69
599,69
379,69
421,70
790,70
83,70
450,70
608,70
899,70
95,70
135,70
471,70
100,70
467,70
148,70
37,70
350,70
541,70
937,71
330,71
145,71
